기사제목,언론사,리뷰횟수,섹션
'나 아들 낳았어?'라고 묻자 친정엄마가 해준 말,오마이뉴스,116775,생활/문화
"“나는 화가다, 성폭행 피해자만은 아니다”",한겨레,110501,생활/문화
인천 정신병원서 이태원 클럽 다녀온 코로나19 확진자 발생,한국경제,100594,생활/문화
[속보] 제2의 신천지사태 일어나나... 9일 오전 서울에서만 확진자 8명 추가발생,서울경제,100462,생활/문화
서울 두 번째 유흥업소 집합금지명령…4월과 다른점은?,한국경제,98345,생활/문화
눈으로 먹는 마라탕···‘부부의 세계’ 하차각 재 드립니다 [보다보니],경향신문,97593,생활/문화
[속보] 정부 “하루 100명 이상 코로나19 환자 발생시 수도권 병상 공동활용”,서울경제,93305,생활/문화
'장희빈 남자'만은 아니었다···절대군주 숙종 둘러싼 오해,중앙일보,93081,생활/문화
이태원발 집단감염 폭증... 방역당국 초비상(종합),서울경제,92648,생활/문화
"[스브스뉴스] 어버이날 맞아 산 카네이션, 우리 집 고양이가 위험하다?",SBS,83740,생활/문화
국내 첫 `냉동인간` 고객 나와…돌아가신 어머니 시신 냉동시킨 아들,매일경제,77512,생활/문화
"출산 앞둔 번식장 어미개, 도로 끌려 갈 수밖에 없었던 사연",한국일보,76482,생활/문화
비행기에서 주는 커피가 맛없는 이유,조선일보,62589,생활/문화
뚜렷한 증상 없는 '난소암'… 검사 필요한 사람은?,헬스조선,60557,생활/문화
정영진 ‘싱글벙글쇼’ DJ 결국 하차···MBC “논란 겸허히 수용”,경향신문,59985,생활/문화
"‘학부모의 세계’로 바뀐 ‘부부의 세계’, 시청자들 떠나나",한국일보,54351,생활/문화
"반짝이 부츠부터 파자마 슈트까지, 미셸 오바마식 ‘파워 드레싱’",중앙일보,53100,생활/문화
[인-잇] 당신 곁에도 장재열이 있다면?,SBS,51252,생활/문화
"빵집폰 갤럭시S20 울트라 특가 및 갤럭시S9, 아이폰8 플러스 공짜폰",한국경제TV,48200,생활/문화
[순간포착] 자유를 향한 절박한 절규와 몸부림,연합뉴스,46606,생활/문화
[속보] 코로나19 신규확진 18명...국내 17명 해외유입 1명,서울경제,44429,생활/문화
“결국 터졌다”... 동성애자 제일 우려하던 ‘찜방’서 확진자 나와,국민일보,412507,생활/문화
할머니 덮친 20㎏ 대형견···견주 김민교 SNS 열고 공식사과,중앙일보,388925,생활/문화
"냉장고에서 더 잘 상하는 과일, 채소 5",코메디닷컴,159400,생활/문화
폭주하는 드럼 같은 그녀들... 억압을 도끼로 내려찍다,조선일보,127630,생활/문화
"“나는 화가다, 성폭행 피해자만은 아니다”",한겨레,106468,생활/문화
'나 아들 낳았어?'라고 묻자 친정엄마가 해준 말,오마이뉴스,103245,생활/문화
임현주 아나운서 “페미니즘은 왜 무조건 비난받아야 하나”,한국일보,98954,생활/문화
이태원 클럽 방문한 30대 여성…제주 14번째 '코로나 확진',한국경제,94589,생활/문화
"""오장을 칼로 쪼개는 아픔""…전염병의 참상에 맞선 조선의 분투",경향신문,88377,생활/문화
"'악마의 재능' 강정호, 그가 설 자리는 안 보인다",시사저널,86443,생활/문화
"은밀한 공간 ‘블랙수면방’이 재난문자에? “불특정 다수 이용, 꼭 검사 받으라”",세계일보,81216,생활/문화
"[단독] 현대차 '꿈의 EV'…충전 단 12분, 사이드미러 없는 CUV 나온다",한국경제,79493,생활/문화
[더오래]빚에 쪼들리는 그가 왜 아버지 유산상속 포기했을까,중앙일보,66919,생활/문화
[속보] 방역당국 “오늘 낮 12시 현재 이태원 클럽 관련 확진자 총 54명”,서울경제,64734,생활/문화
"4분 자막에 2시간, ""막힌 웃음 혈 뚫어 드려요""",조선일보,58720,생활/문화
"와글와글ㅣ ""남자 많은 회사 여자 신입은 주의하세요""",한국경제,54263,생활/문화
"수세미 뜨기를 시작했는데, 어느새 상추를 심고 있다",오마이뉴스,52529,생활/문화
"반짝이 부츠부터 파자마 슈트까지, 미셸 오바마식 ‘파워 드레싱’",중앙일보,52359,생활/문화
"현대기아차 중형 하이브리드 SUV, 올해 '그림의 떡' 되나?",ZDNet Korea,51504,생활/문화
이태원발 집단감염 폭증... 방역당국 초비상(종합),서울경제,47464,생활/문화
"1등 9억원대 910회 로또, 한곳에서 수동으로 5건 나왔다",국민일보,45929,생활/문화
음악선생님으로 변신한 카이...뮤지컬 배우들의 재능나눔,YTN,45642,생활/문화
"[단독] ""생산적체 방법 없다… 팰리세이드, 개소세 폭탄 온다",머니S,45370,생활/문화
마트는 안되고 편의점은 되고…정부 재난지원금에 엇갈리는 유통업체들,매일경제,45038,생활/문화
"<인간수업>의 발견 박주현 “10대의 일탈과 방황, 너무도 현실 같아”",한겨레,43727,생활/문화
[더오래]아이 눈 속에 부모의 성적표가 보인다,중앙일보,43410,생활/문화
"출산 앞둔 번식장 어미개, 도로 끌려 갈 수밖에 없었던 사연",한국일보,41119,생활/문화
"[신차털기] 포르쉐 신형 911, 도로 위를 질주하는 명마",한국경제,36880,생활/문화
"낮엔 백종원이 있다면, 밤은 '흑종원'의 세상이다",조선일보,36659,생활/문화
동성애자 찜방 말고 ‘방역 구멍’ 또 있었다,국민일보,35985,생활/문화
부부의 세계 아역들 '선 넘은 세계' 전진서는 손가락욕설 게시,조선일보,492835,생활/문화
할머니 덮친 20㎏ 대형견···견주 김민교 SNS 열고 공식사과,중앙일보,374034,생활/문화
"잼미, 방송 잠정 중단…""악플 고통에 어머니 극단적 선택까지""",머니투데이,284223,생활/문화
"강형욱 “김민교 반려견 사고, 안타까워…대형견 실내서 키워야”",동아일보,242319,생활/문화
홍석천 “운영 식당 단 1곳 남아...온몸 바쳐 일한다”,파이낸셜뉴스,227393,생활/문화
광주·전남 교직원 49명 이태원 등 방문…지역 교육계 '발칵',한국경제,181384,생활/문화
"[오은영의 화해]어릴 적 오빠에게 상처 입은 딸, 고통의 매듭 풀어줄 수 없나요",한국일보,160466,생활/문화
[종합] '이태원발' 코로나 확진 증폭 양상…누적 환자 86명,한국경제,152105,생활/문화
폭주하는 드럼 같은 그녀들... 억압을 도끼로 내려찍다,조선일보,145064,생활/문화
"日언론 ""겸손한 정은경, 진정한 영웅…WHO 사무국장 추천""",한국경제,106533,생활/문화
동성애자들이 숨자 신천지가 비웃기 시작했다,국민일보,101735,생활/문화
"미성년자 음주·흡연 논란 정준원 측 ""물의 일으켜 죄송""",노컷뉴스,96738,생활/문화
"냉장고에서 더 잘 상하는 과일, 채소 5",코메디닷컴,92031,생활/문화
이태원 클럽 확진자에 학부모 '분노'…원어민강사에도 불안감,한국경제,87161,생활/문화
"'조국 사건' 재판받는 최강욱씨, 거기서 그러시면 안됩니다",조선일보,83752,생활/문화
[건강한 가족] 나쁜 콜레스테롤↓ 좋은 콜레스테롤↑ 중년 이후 혈관 보호 도우미,중앙일보,73521,생활/문화
"이영훈 ""순진한 조선처녀 납치설 잘못"" 반일 종족주의 후속타",중앙일보,72896,생활/문화
[종합] 이태원 클럽발 코로나 확산 본격화…신규 확진 35명,한국경제,71745,생활/문화
"[속보] 유은혜-정은경, 오후 3시부터 '등교 연기' 영상 논의",한국경제,71681,생활/문화
[첫차픽] 중고차계 진국 'LF쏘나타'…경차 값의 패밀리카,한국경제,62685,생활/문화
‘빠른 45년생’ 김다비의 등장과 여성 예능의 확장[플랫],경향신문,62358,생활/문화
KBS에 나와 KBS 조국 보도 박살내러 왔다는 '피고인 최강욱',중앙일보,59912,생활/문화
"싼타페 잡을 '쌍용차', 개발 5년 만에 나온다",머니S,54674,생활/문화
"""오장을 칼로 쪼개는 아픔""…전염병의 참상에 맞선 조선의 분투",경향신문,50866,생활/문화
[속보] 코로나19 확진자 35명 증가...지역발생 29명,서울경제,50288,생활/문화
[속보] 유치원·초중고 등교 일주일 연기…고3 20일 등교,한국경제,47359,생활/문화
"눈 보호, 근육 향상…달걀이 좋은 이유 6",코메디닷컴,43756,생활/문화
"나영석 ""'삼시세끼'가 순한 맛이면 '삼시네세끼'는 아주 매운 맛""",파이낸셜뉴스,42929,생활/문화
그녀가 손대면 버려진 맥주병·주스병도 예술이 돼요,중앙일보,40046,생활/문화
정조 맏아들도 홍역으로 숨져…전염병에 맞섰던 조선 500년,중앙일보,38847,생활/문화
지선우도 여다경도 입었다… 올여름 유행 예감 '꽃무늬' 패션,중앙일보,294696,생활/문화
홍석천 “운영 식당 단 1곳 남아...온몸 바쳐 일한다”,파이낸셜뉴스,229879,생활/문화
장도연의 모닝… 경차시장 살릴까,머니S,202828,생활/문화
[And 건강] 밤마다 하루 섭취량의 50% 이상 먹고 아침엔 식욕이 없다,국민일보,197785,생활/문화
부부의 세계 아역들 '선 넘은 세계' 전진서는 손가락욕설 게시,조선일보,171246,생활/문화
"""'거짓말쟁이' 박유천 눈물의 해명 또 봐야 하나"" 풍문쇼 시청률 폭락",한국경제,167460,생활/문화
"""지금 당장 용기 내 검사에 임해달라"" 홍석천의 호소",YTN,154910,생활/문화
“내가 입소한 뒤 두 아들 울었다더라” 삼성의료원 의사,국민일보,126976,생활/문화
"홍석천의 성소수자 격려 ""지금은 용기낼 때···검사 받으시라""",중앙일보,123964,생활/문화
광주·전남 교직원 49명 이태원 등 방문…지역 교육계 '발칵',한국경제,122960,생활/문화
"'싱글벙글쇼' 떠난 김혜영, ""정치권 러브콜도 청취자 불쾌해할까 사양""",중앙일보,122582,생활/문화
"'조국 사건' 재판받는 최강욱씨, 거기서 그러시면 안됩니다",조선일보,114270,생활/문화
영탁이 형~ '근수저' 되려면 정면 보고 다리 찢어야 돼요,조선일보,112685,생활/문화
"강형욱 “김민교 반려견 사고, 안타까워…대형견 실내서 키워야”",동아일보,104212,생활/문화
"이태원 클럽 관련 박원순에 분노한 MD ""내 밥줄 왜 끊나""",한국경제,96421,생활/문화
"배우 윤균상, 전효성이 ‘바이 바이’ 손 흔든 이유는?",한겨레,85613,생활/문화
"경찰, ""자신의 인분 먹어라"" 강요한 교회 전격 압수수색",한국경제,84237,생활/문화
KBS에 나와 KBS 조국 보도 박살내러 왔다는 '피고인 최강욱',중앙일보,82503,생활/문화
동성애자들이 숨자 신천지가 비웃기 시작했다,국민일보,78418,생활/문화
"잼미, 방송 잠정 중단…""악플 고통에 어머니 극단적 선택까지""",머니투데이,74259,생활/문화
[속보]12일 정오 현재 이태원 클럽 관련 확진자 102명,서울경제,71892,생활/문화
용인 66번은 안 갔다는데…감염자 나온 이태원 '메이드',한국경제,63264,생활/문화
"김동희 “미성년자 성매매, 두렵지만 누군가 해야 할 이야기”",중앙일보,58848,생활/문화
"살 뺄 때 먹으면 좋은 과일, 채소(연구)",코메디닷컴,49734,생활/문화
"대기 222팀, 바리케이드도 등장···샤넬백 인상 소식에 생긴 일",중앙일보,48391,생활/문화
“위안부는 고수익”…‘반일종족주의’ 저자들 또 ‘역사 도발’,한겨레,44100,생활/문화
"어딜 틀어도 미스터트롯? 겹치기 출연, 동시간 편성도 불사",중앙일보,43281,생활/문화
"[더오래]자녀 앞에서 분노 폭발, 무엇을 가르쳐 줬을까",중앙일보,43138,생활/문화
